title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,141#3792,3790,6,113,3792,3790,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,4#3310282,294963,3,132,3310282,294963,117287
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1#2878352,220549,1,132,2878352,220549,111314
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,1,mk.keyword_id,>,3535#910776,185462,5,77,910776,185462,81418
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,6503#476,476,6,82,476,476,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7#642308,98845,1,72,642308,98845,64586
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,8184#1724365,310935,6,129,1724365,310935,125829
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,19806#106,106,5,60,106,106,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,3660#2043792,413180,6,132,2043792,413180,3659
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,33702#3964732,462543,6,132,3964732,462543,33685
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,1#1630190,254431,5,81,1630190,254431,84949
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,6032#263,263,6,87,263,263,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,398#10514,10508,6,114,10514,10508,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,2375#2939355,380828,6,131,2939355,380828,131634
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,38321#27,27,4,19,27,27,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,137#4301216,439590,6,132,4301216,439590,133872
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,117#41639,41618,6,124,41639,41618,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,121#162995,120437,6,125,162995,120437,120
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,724#3740228,410018,6,131,3740228,410018,133285
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,1753#3164112,386752,6,131,3164112,386752,132256
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,16264#1084665,224234,6,129,1084665,224234,117755
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,2220#2982603,381947,6,131,2982603,381947,131789
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,133#620,620,5,82,620,620,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,48815#10,10,3,10,10,10,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,>,3429#2171316,279252,5,131,2171316,279252,116893
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,12453#3158888,447573,6,132,3158888,447573,12442
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,13178#3193704,448311,6,132,3193704,448311,13167
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,<,872#814967,281207,5,130,814967,281207,854
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,1951#1413870,377647,6,132,1413870,377647,1950
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,4674#102,102,5,45,102,102,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,7695#1156,1156,6,96,1156,1156,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,1,mk.keyword_id,=,1595#407,407,5,45,407,407,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,3506#1975874,412365,6,132,1975874,412365,3505
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,12451#65,65,5,31,65,65,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,39271#4058721,464264,6,132,4058721,464264,39252
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,1212#3388781,395873,6,131,3388781,395873,132797
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,>,196#607599,89062,1,71,607599,89062,64398
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,140#207603,144962,6,125,207603,144962,139
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,5972#2464800,428413,6,132,2464800,428413,5971
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,4434#43,43,4,20,43,43,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,5740#2415827,426606,6,132,2415827,426606,5739
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,37569#473446,146085,6,129,473446,146085,96458
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,4269#80,80,5,38,80,80,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,1415#3325072,393055,6,131,3325072,393055,132594
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,4717#2255504,421479,6,132,2255504,421479,4716
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,=,5274#1635,1635,5,100,1635,1635,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,21480#852529,202241,6,129,852529,202241,112540
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,335#362067,187469,6,127,362067,187469,334
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,8535#2821438,440303,6,132,2821438,440303,8530
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,20400#24,24,4,11,24,24,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,15122#1206438,275261,6,129,1206438,275261,118897
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,3,mk.keyword_id,>,3636#697967,143776,3,71,697967,143776,70272
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,15146#1205465,275140,6,129,1205465,275140,118873
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,19602#3,3,2,3,3,3,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,>,1926#467212,78148,1,70,467212,78148,62758
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,495#6770,6761,6,83,6770,6761,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,231#7633,7630,6,103,7633,7630,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,910#962605,343185,6,130,962605,343185,909
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,4500#2206798,420155,6,132,2206798,420155,4499
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,>,283#3573136,348833,5,132,3573136,348833,119977
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,12189#1365082,287844,6,129,1365082,287844,121830
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,1738#1323603,374236,6,132,1323603,374236,1737
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,3957#43,43,3,26,43,43,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,>,16873#670693,118877,1,129,670693,118877,95777
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,382#518715,275138,6,128,518715,275138,381
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,786#3583,3581,6,106,3583,3581,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,71440#507,507,3,34,507,507,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,2026#3067430,384784,6,131,3067430,384784,131983
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,8272#1711887,310071,6,129,1711887,310071,125741
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,<,1301#996681,295568,5,132,996681,295568,1281
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,20344#2652,2652,5,45,2652,2652,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,16388#1076454,223452,6,129,1076454,223452,117631
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,3537#1992227,412603,6,132,1992227,412603,3536
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,4,mk.keyword_id,=,3067#5,5,1,3,5,5,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,213#4259958,438617,6,132,4259958,438617,133796
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,5161#2326776,423580,6,132,2326776,423580,5160
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,875#930856,339907,6,130,930856,339907,874
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,6502#379,379,5,85,379,379,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,4,mk.keyword_id,=,7599#27,27,2,18,27,27,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,782#801203,324102,6,130,801203,324102,781
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,2#2878352,220549,1,132,2878352,220549,111314
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,3612#2497552,346890,6,131,2497552,346890,130397
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,1780#995,995,6,75,995,995,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2069#1729,1729,6,91,1729,1729,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,13371#1309489,283851,6,129,1309489,283851,120648
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,807#3664193,406941,6,131,3664193,406941,133202
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,20513#3611762,456256,6,132,3611762,456256,20502
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,2099#1464372,379459,6,132,1464372,379459,2098
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,555#1159,1159,6,98,1159,1159,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,4#470785,73993,1,47,470785,73993,26839
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,7477#2077,2077,6,101,2077,2077,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,15127#3302134,451428,6,132,3302134,451428,15116
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,266#4049,4047,6,103,4049,4047,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,66#2110,2110,6,109,2110,2110,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,4,mk.keyword_id,<,19735#552083,101022,2,72,552083,101022,18911
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2484#2032,2032,6,113,2032,2032,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,<,27560#532802,96062,1,72,532802,96062,25977
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2572#355,355,5,78,355,355,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,9979#1566762,301911,6,129,1566762,301911,124038
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,1714#1301466,373410,6,132,1301466,373410,1713
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,=,54809#4,4,2,3,4,4,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,9982#108,108,5,49,108,108,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,=,18734#19,19,1,12,19,19,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,413#3927433,418830,6,132,3927433,418830,133596
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,5817#794,794,6,89,794,794,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2488#34608,34588,6,103,34608,34588,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,30664#3911190,461580,6,132,3911190,461580,30648
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,7207#91,91,6,38,91,91,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,1725#3196425,387192,6,131,3196425,387192,132284
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,>,7076#291694,62189,1,70,291694,62189,57764
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,4314#2333160,344119,6,131,2333160,344119,129695
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,4,mk.keyword_id,=,11461#32,32,1,17,32,32,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,32909#24,24,5,12,24,24,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,51584#315111,113619,6,129,315111,113619,82446
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,7389#2648908,436837,6,132,2648908,436837,7384
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,66859#4300203,469068,6,132,4300203,469068,66819
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,28835#649782,176096,6,129,649782,176096,105189
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,186#4275035,438680,6,132,4275035,438680,133823
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,>,3289#1658924,163707,1,131,1658924,163707,108134
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,84322#2,2,1,1,2,2,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,1,mk.keyword_id,<,16264#1189731,244650,5,81,1189731,244650,16243
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,4507#2300861,343610,6,131,2300861,343610,129502
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,35962#4006419,463356,6,132,4006419,463356,35943
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,4208#2162637,419361,6,132,2162637,419361,4207
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,3040#2674512,356127,6,131,2674512,356127,130969
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,17728#1014153,219331,6,129,1014153,219331,116291
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,370#504853,272895,6,128,504853,272895,369
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,15783#3330871,451915,6,132,3330871,451915,15772
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,414#581109,286129,6,129,581109,286129,413
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,384#3967749,420573,6,132,3967749,420573,133625
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,2,mk.keyword_id,=,6491#6,6,1,6,6,6,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,4340#2184113,419760,6,132,2184113,419760,4339
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,108#4397574,460862,6,132,4397574,460862,133901
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,3,mk.keyword_id,<,1748#89821,31658,1,76,89821,31658,1448
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,<,9403#1876246,204504,1,132,1876246,204504,8842
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,519#3845345,414609,6,132,3845345,414609,133490
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,1069#3444722,397078,6,131,3444722,397078,132940
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,>,2238#448305,77054,1,70,448305,77054,62458
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,121704#2,2,1,2,2,2,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,62#4436957,461806,6,132,4436957,461806,133947
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2298#762,762,5,82,762,762,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,16410#196,196,5,41,196,196,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,>,1,mk.keyword_id,<,7368#951664,235383,5,81,951664,235383,7357
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2242#690,690,6,76,690,690,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,10774#221,221,6,43,221,221,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,3177#268,268,6,65,268,268,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,24551#760817,191057,6,129,760817,191057,109473
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,4,mk.keyword_id,=,33508#35,35,2,26,35,35,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,10323#291,290,6,75,291,290,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,393#3963273,420216,6,132,3963273,420216,133616
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,28613#7,7,2,7,7,7,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,1878#1386031,376311,6,132,1386031,376311,1877
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,918#976354,345526,6,130,976354,345526,917
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,1714#3237,3237,6,99,3237,3237,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,3252#1891355,409110,6,132,1891355,409110,3251
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,1684#1292319,372890,6,132,1292319,372890,1683
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,2243#1531549,383413,6,132,1531549,383413,2242
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,11514#3061708,445885,6,132,3061708,445885,11503
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,>,2158#2560894,305656,5,131,2560894,305656,118146
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,12472#3159588,447596,6,132,3159588,447596,12461
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,3483#887,886,6,88,887,886,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,99542#50045,22700,4,123,50045,22700,34628
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,<,405#321548,125608,1,129,321548,125608,397
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,957#997299,348065,6,130,997299,348065,956
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,33693#139,139,3,11,139,139,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,36918#484632,148174,6,129,484632,148174,97109
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,2857#1743498,404123,6,132,1743498,404123,2856
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,<,37913#3454786,367019,5,132,3454786,367019,33795
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,2734#188,188,5,66,188,188,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,3311#5237,5237,5,62,5237,5237,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,9829#2929480,442666,6,132,2929480,442666,9820
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,335#4074183,436791,6,132,4074183,436791,133674
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,8785#1657346,305600,6,129,1657346,305600,125228
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,2926#1797390,405519,6,132,1797390,405519,2925
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,=,77803#34,34,1,26,34,34,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,4,mk.keyword_id,<,4076#1597822,260682,3,132,1597822,260682,3973
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,7481#1843134,316476,6,129,1843134,316476,126532
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,<,11360#1974021,205616,1,132,1974021,205616,10636
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,3573#2508386,347096,6,131,2508386,347096,130436
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,115#116801,84505,6,123,116801,84505,114
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,3,mk.keyword_id,=,1060#188,188,1,42,188,188,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,651#3778733,410768,6,131,3778733,410768,133358
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,2652#1694470,401390,6,132,1694470,401390,2651
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,35957#4006270,463355,6,132,4006270,463355,35938
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,2862#2753096,360293,6,131,2753096,360293,131147
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,479#2301,2301,6,101,2301,2301,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,20330#2903,2903,5,47,2903,2903,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,<,2661#1485452,328106,5,132,1485452,328106,2608
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,3,mk.keyword_id,<,359#296360,129510,2,127,296360,129510,353
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,<,17666#3492131,454179,6,132,3492131,454179,17655
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,3,mk.keyword_id,<,7883#1908714,237317,2,132,1908714,237317,7533
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,7,mk.keyword_id,=,10662#38,38,1,18,38,38,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,63693#3,3,2,2,3,3,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,4,mk.keyword_id,=,3741#79,79,1,28,79,79,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,224#1187,1187,6,87,1187,1187,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,7462#1848888,316602,6,130,1848888,316602,126551
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,70945#17,17,3,9,17,17,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,4,mk.keyword_id,<,8937#2159871,275201,3,132,2159871,275201,8558
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,807#5897,5897,6,100,5897,5897,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,>,373#3414027,333900,5,132,3414027,333900,119887
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,3293#2601181,351994,6,131,2601181,351994,130716
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,7732#1793958,314792,6,129,1793958,314792,126281
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,5807#211,211,5,78,211,211,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,=,1,mk.keyword_id,<,64596#2703610,215480,1,132,2703610,215480,50125
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,2695#2806789,364404,6,131,2806789,364404,131314
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,359#4008648,422488,6,132,4008648,422488,133650
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,>,3235#2622134,352684,6,131,2622134,352684,130774
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,=,13572#370,370,5,88,370,370,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,1053#1135,1134,6,83,1135,1134,1
title t,movie_keyword mk#t.id=mk.movie_id#mk.keyword_id,=,1749#4036,4035,6,102,4036,4035,1
title t,movie_keyword mk#t.id=mk.movie_id#t.kind_id,<,7,mk.keyword_id,>,11360#1230194,239372,5,129,1230194,239372,109413
