title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4#82887,27629,1,46,82887,27629,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,7,mi_idx.info_type_id,<,101#282316,141158,1,74,282316,141158,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,1,mi_idx.info_type_id,=,99#209291,209291,1,128,209291,209291,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,1,mi_idx.info_type_id,<,101#497420,248710,5,79,497420,248710,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,6#423474,141158,1,74,423474,141158,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2#633702,211234,4,77,633702,211234,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3#522999,174333,3,74,522999,174333,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,7,mi_idx.info_type_id,=,99#141158,141158,1,74,141158,141158,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,1,mi_idx.info_type_id,>,99#418842,209291,1,128,418842,209291,4
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,7,mi_idx.info_type_id,>,101#260,260,1,79,260,260,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,=,99#174333,174333,3,74,174333,174333,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2,mi_idx.info_type_id,>,100#37476,37476,1,73,37476,37476,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,1,mi_idx.info_type_id,=,101#209291,209291,1,128,209291,209291,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,1,mi_idx.info_type_id,>,101#260,260,1,79,260,260,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,<,101#493534,246767,2,128,493534,246767,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3#110703,36901,1,73,110703,36901,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,=,100#36901,36901,1,73,36901,36901,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,<,101#422468,211234,4,77,422468,211234,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,<,101#418582,209291,1,128,418582,209291,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,>,99#293408,146704,2,74,293408,146704,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3#740561,246767,2,128,740561,246767,5
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,1,mi_idx.info_type_id,>,100#209551,209291,1,128,209551,209291,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,6#934151,311297,4,128,934151,311297,5
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,>,100#174333,174333,3,74,174333,174333,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,<,101#567336,283668,3,128,567336,283668,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,=,100#211234,211234,4,77,211234,211234,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,6,mi_idx.info_type_id,<,101#622594,311297,4,128,622594,311297,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2,mi_idx.info_type_id,<,101#74952,37476,1,73,74952,37476,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2,mi_idx.info_type_id,=,99#37476,37476,1,73,37476,37476,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,7,mi_idx.info_type_id,=,101#316843,316843,5,128,316843,316843,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,<,101#348666,174333,3,74,348666,174333,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,>,99#348666,174333,3,74,348666,174333,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,=,100#146704,146704,2,74,146704,146704,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,=,100#283668,283668,3,128,283668,283668,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,=,99#146704,146704,2,74,146704,146704,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2#628133,209291,1,128,628133,209291,5
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,1,mi_idx.info_type_id,>,100#248710,248710,5,79,248710,248710,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,6#16638,5546,1,43,16638,5546,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,6,mi_idx.info_type_id,>,99#11092,5546,1,43,11092,5546,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,=,99#211234,211234,4,77,211234,211234,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,<,100#27629,27629,1,46,27629,27629,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,>,100#211234,211234,4,77,211234,211234,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2#112428,37476,1,73,112428,37476,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,=,101#246767,246767,2,128,246767,246767,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,>,99#418842,209291,1,128,418842,209291,4
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,<,101#55258,27629,1,46,55258,27629,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,6,mi_idx.info_type_id,=,99#141158,141158,1,74,141158,141158,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,6,mi_idx.info_type_id,>,100#311557,311297,4,128,311557,311297,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,>,100#146704,146704,2,74,146704,146704,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,=,101#283668,283668,3,128,283668,283668,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,=,99#246767,246767,2,128,246767,246767,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,>,100#283928,283668,3,128,283928,283668,3
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,=,100#246767,246767,2,128,246767,246767,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,<,101#293408,146704,2,74,293408,146704,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,<,100#36901,36901,1,73,36901,36901,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,>,99#55258,27629,1,46,55258,27629,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2,mi_idx.info_type_id,=,101#37476,37476,1,73,37476,37476,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,>,99#73802,36901,1,73,73802,36901,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,=,100#209291,209291,1,128,209291,209291,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,>,99#567596,283668,3,128,567596,283668,4
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,<,100#174333,174333,3,74,174333,174333,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,=,101#36901,36901,1,73,36901,36901,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,=,100#27629,27629,1,46,27629,27629,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,6,mi_idx.info_type_id,=,99#5546,5546,1,43,5546,5546,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,6,mi_idx.info_type_id,=,99#311297,311297,4,128,311297,311297,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,<,100#246767,246767,2,128,246767,246767,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,=,99#283668,283668,3,128,283668,283668,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,<,100#211234,211234,4,77,211234,211234,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,>,101#260,260,1,79,260,260,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,<,100#146704,146704,2,74,146704,146704,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,=,101#174333,174333,3,74,174333,174333,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,3,mi_idx.info_type_id,=,100#174333,174333,3,74,174333,174333,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,>,101#260,260,1,79,260,260,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,>,100#36901,36901,1,73,36901,36901,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,=,101#211234,211234,4,77,211234,211234,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,6,mi_idx.info_type_id,=,101#311297,311297,4,128,311297,311297,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,>,99#493794,246767,2,128,493794,246767,4
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,=,99#27629,27629,1,46,27629,27629,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,2,mi_idx.info_type_id,<,100#37476,37476,1,73,37476,37476,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,6,mi_idx.info_type_id,=,100#141158,141158,1,74,141158,141158,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,4,mi_idx.info_type_id,<,100#283668,283668,3,128,283668,283668,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,4,mi_idx.info_type_id,=,101#146704,146704,2,74,146704,146704,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,3,mi_idx.info_type_id,=,99#36901,36901,1,73,36901,36901,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,6,mi_idx.info_type_id,>,100#5546,5546,1,43,5546,5546,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,3,mi_idx.info_type_id,>,101#260,260,1,79,260,260,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,=,99#209291,209291,1,128,209291,209291,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,>,2,mi_idx.info_type_id,>,99#422468,211234,4,77,422468,211234,2
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,=,4,mi_idx.info_type_id,>,100#27629,27629,1,46,27629,27629,1
title t,movie_info_idx mi_idx#t.id=mi_idx.movie_id#t.kind_id,<,2,mi_idx.info_type_id,>,100#209551,209291,1,128,209551,209291,3
