728,41,3,28,728,667,41,10,41,41,1
41,1,1,1,1,1,1,1,41,1,41
32829,585,5,50,32829,26867,585,11,585,585,1
833264,24337,1,43,142651,24351,24337,10,98611,24337,13252
5561524,28672,5,7,530285,126002,28672,10,206531,28672,37650
10848039,19646,6,1,495147,231718,19646,11,180785,19646,30887
81717288,404087,6,125,4496304,1129848,404087,2,4134973,404087,128788
526141,13889,3,53,26766,9862,13889,1,202403,13889,6956
131,7,3,5,131,96,7,9,7,7,1
106722677,270254,5,131,6407956,1894116,270254,11,2053509,270254,116306
24146,782,6,62,24146,18053,782,1,782,782,1
146940171,275201,6,26,6983948,1722249,275201,11,2594529,275201,112796
164960,16494,5,16,17383,3682,16494,1,157553,16494,29919
889,22,1,1,889,845,22,9,22,22,1
6671,504,5,1,4599,4004,504,10,659,504,64
1038524,97140,5,72,130989,32738,97140,1,771906,97140,70319
5565760,36654,1,126,1543764,676012,36654,11,91602,36654,48595
21921,414,5,83,21921,18237,414,11,414,414,1
8491,192,6,60,8491,7135,192,11,192,192,1
5227,94,1,25,5227,3633,94,11,94,94,1
1424469,5518,3,1,142881,40824,5518,11,41143,5518,13660
1143548,3057,6,1,63679,38709,3057,11,35184,3057,11593
1348309,75553,6,112,82504,22005,75553,1,1253769,75553,81360
687956,3061,5,1,46016,28912,3061,9,32390,3061,10549
1846209,93508,6,122,102579,25032,93508,1,1711903,93508,93086
136002180,355268,6,131,8818929,2022971,355268,11,2770325,355268,130926
12133809,167499,6,125,4945130,1368892,167499,11,291106,167499,244
8285289,272037,6,128,894134,227157,272037,1,2013367,272037,6211
4307137,16344,6,1,185215,84312,16344,10,165156,16344,34223
817882,133359,6,115,146983,40782,133359,1,746755,133359,86117
533768,2209,4,1,25151,17355,2209,1,29852,2209,9893
8965929,70000,4,127,2416200,953640,70000,11,170237,70000,61983
240409,7132,1,4,43933,15382,7132,10,28158,7132,6724
7566,816,1,1,827,140,816,1,7524,816,3935
78927261,392079,6,132,9496467,2148841,392079,11,1700683,392079,2818
150652730,445654,6,131,7937540,1557848,445654,11,4367704,445654,132384
3857532,50877,5,55,904199,226896,50877,11,177951,50877,4863
145474394,433807,6,132,10285300,2247519,433807,11,3016415,433807,11407
51942,1150,1,1,13002,5315,1150,11,4077,1150,1261
20082945,221915,5,121,892882,202224,221915,9,2951959,221915,107275
1154880,51868,6,122,54330,11707,51868,1,1107660,51868,77927
2800,76,4,31,2800,2381,76,11,76,76,1
3102,72,6,41,3102,2884,72,11,72,72,1
2644336,22778,5,43,387014,88441,22778,10,131505,22778,27362
3679545,217553,6,125,1155700,302986,217553,1,496459,217553,471
3091,2824,1,88,3091,2257,2824,1,2824,2824,1
98898,543,1,1,12688,10040,543,11,3408,543,2124
5560,462,4,1,528,300,462,1,4700,462,2915
7358944,88682,4,72,631283,150241,88682,2,750137,88682,67474
167293044,218113,1,132,5581442,1748671,218113,11,2870558,218113,111244
79488538,321322,5,131,3408814,770322,321322,11,3591145,321322,117550
23325175,169807,6,15,1412667,445861,169807,3,1623319,169807,95581
135536499,454216,6,132,6841536,1493138,454216,10,4412853,454216,133121
41480621,374813,6,132,3322405,808930,374813,8,2157015,374813,4911
498293,4012,1,7,53516,35618,4012,1,29329,4012,11718
152,5,3,3,5,1,5,1,152,5,146
22724803,228910,5,79,2544167,512286,228910,10,1501530,228910,82533
6356,85,5,1,6356,5882,85,11,85,85,1
422,351,1,42,422,219,351,1,351,351,1
13648576,25272,5,8,635901,363621,25272,11,211133,25272,37451
78120617,388917,6,127,3989122,950809,388917,1,4050745,388917,129289
830,54,1,3,55,47,54,1,829,54,698
112405080,208033,1,131,3938903,1133680,208033,11,2834552,208033,110447
5,1,1,1,5,4,1,3,1,1,1
26270,465,6,83,26270,22616,465,11,465,465,1
322144,4847,6,38,321843,194114,4847,11,4851,4847,1
117751621,356921,5,118,4868795,1393897,356921,10,3780282,356921,119615
27723618,52995,6,9,1452261,542562,52995,11,468711,52995,59383
38691402,327904,5,132,1571047,430691,327904,7,3628236,327904,118989
2180731,129032,6,128,454012,144337,129032,1,515847,129032,99263
179509,1019,1,1,14727,9282,1019,1,9505,1019,3337
309089,64064,6,112,70655,18490,64064,1,284559,64064,799
934166,14301,1,5,102972,20266,14301,11,101787,14301,14050
56341787,323737,6,129,3724028,1018148,323737,10,2520381,323737,128998
2108728,4409,6,1,111433,72889,4409,11,46414,4409,13374
41786,1228,4,1,2698,1975,1228,6,16148,1228,6950
21662572,97448,1,72,2728057,321726,97448,11,636096,97448,64239
14790305,306047,6,129,1147501,171156,306047,8,2174115,306047,6832
13609899,44109,1,11,1474355,190674,44109,11,325118,44109,46561
962,18,1,8,20,1,18,1,913,18,605
414229,10761,1,62,49824,33373,10761,7,58479,10761,11788
37996,564,1,1,5326,2800,564,2,3566,564,1688
7951,1152,6,79,7951,6014,1152,1,1152,1152,1
25322234,293788,6,129,7334689,1790291,293788,11,641586,293788,507
460007,2246,5,1,53707,24920,2246,11,14242,2246,6666
26287216,340731,6,124,1576185,415956,340731,1,3759720,340731,121487
1804368,8277,6,1,84691,50401,8277,1,91323,8277,19584
17521928,79053,1,68,2360289,283858,79053,11,502167,79053,62831
46039,713,6,93,46039,38214,713,11,713,713,1
47,1,1,1,47,40,1,7,1,1,1
131001787,442866,6,130,7273549,1616997,442866,4,4355199,442866,132582
72437945,135131,6,13,3516833,1048910,135131,11,1235668,135131,87511
445,10,2,1,445,385,10,11,10,10,1
3898091,119854,5,127,245601,38887,119854,9,1335820,119854,7826
8697836,191915,5,76,1089337,222656,191915,1,1271094,191915,73433
211982713,461708,6,132,10824159,2312210,461708,11,4420401,461708,112257
651941,10976,1,33,111484,16404,10976,10,57434,10976,18820
15643,400,6,63,15643,14033,400,7,400,400,1
1251971,3693,2,1,118531,31894,3693,11,31462,3693,12024
31241573,138115,6,20,3742682,1130393,138115,11,557162,138115,90538
1652490,92153,6,122,101060,24749,92153,1,1533115,92153,32583
163945,15828,5,65,16214,1991,15828,1,161699,15828,31042
36042325,345418,6,129,2958945,809347,345418,6,2820212,345418,129482
8581,127,3,23,8581,6963,127,11,127,127,1
43788060,344519,6,132,8497933,1982743,344519,11,1025088,344519,1041
41052305,302324,6,126,2685625,694467,302324,1,2575365,302324,126011
4610920,149889,6,125,2184011,508692,149889,11,241346,149889,228
4356722,13305,5,1,182032,120853,13305,2,143329,13305,25965
3608985,240372,6,130,281881,73503,240372,1,3194178,240372,120934
10960165,102161,5,19,433674,141409,102161,11,1257617,102161,84884
162255423,362464,6,121,8270455,1756992,362464,11,3552698,362464,114640
1825,54,4,1,1825,1462,54,8,54,54,1
158685785,328824,5,124,7355977,1988368,328824,11,3202246,328824,32558
104768399,217013,1,132,3379531,1106066,217013,10,2866724,217013,111178
2,1,1,1,1,1,1,1,2,1,2
180157621,447648,6,132,10587724,2279182,447648,11,3752653,447648,26664
